timeStamp,blockReward
1466549586,5.03897374
1466549597,5.000861
1466549614,5.0043536
1466549643,5.0066828
1466549645,5.0
1466549648,5.0038399
1466549658,5.007645363515518
1466549669,5.0029046
1466549695,5.0
1466549703,5.0
1466549710,5.01237804
1466549715,5.0
1466549722,5.00084
1466549724,5.00101008
1466549729,5.15625
1466549749,5.00345067005117
1466549772,5.01674222682378121
1466549781,5.000474334486756563
1466549786,5.0
1466549795,5.0
1466549810,5.011076977595747
1466549812,5.007888381776703725
1466549817,5.0
1466549828,5.003726074383527
1466549840,5.00167144
1466549861,5.0084599
1466549868,5.0
1466549872,5.00084
1466549885,5.0
1466549902,5.0049836
1466549925,5.01609836
1466549935,5.0
1466549963,5.170603934
1466549974,5.0
1466549978,5.0135277
1466549986,5.094
1466549993,5.00254704
1466549995,5.0
1466550024,5.007549173636052034
1466550029,5.005560507683293475
1466550043,5.002491044597978
1466550050,5.0
1466550058,5.0
1466550100,5.015112490746814674
1466550108,5.0
1466550123,5.0036993811379208
1466550145,5.0
1466550163,5.0
1466550170,5.00214461637803
1466550183,5.00084
1466550199,5.00428836
1466550211,5.15843016147
1466550232,5.0022536
1466550282,5.00943004
1466550287,5.00189
1466550292,5.009171
1466550295,5.0012228
1466550299,5.00162232
1466550308,5.00526526
1466550331,5.03035454482
1466550347,5.0040499
1466550372,5.00747024
1466550384,5.0
1466550389,5.16432474
1466550405,5.0
1466550409,5.008022
1466550447,5.01678004
1466550449,5.0
1466550458,5.0
1466550462,5.00805374
1466550480,5.0
1466550484,5.0
1466550485,5.0
1466550489,5.00989204
1466550494,5.0
1466550504,5.1582936
1466550521,5.00769014
1466550524,5.0
1466550532,5.000861
1466550552,5.004407968
1466550581,5.0
1466550586,5.0
1466550605,5.161915821
1466550623,5.0
1466550627,5.00084
1466550628,5.00042
1466550640,5.0058021
1466550648,5.0
1466550694,5.00851828
1466550706,5.0
1466550725,5.0
1466550735,5.00521674
1466550747,5.0
1466550758,5.00197428
1466550791,5.0033036
1466550792,5.15625
1466550833,5.0
1466550835,5.031056293043954
1466550849,5.0
1466550864,5.094
1466550899,5.0
1466550921,5.018515776211972456
1466550960,5.15625
1466550978,5.0
1466551001,5.02295252045260721
1466551016,5.0
1466551026,5.0043548699786699
1466551045,5.0024362853375204
1466551076,5.0
1466551126,5.014024361727733263
1466551133,5.01400805219543472
1466551139,5.000880866547958
1466551157,5.0
1466551160,5.0
1466551163,5.00294434
1466551166,5.0
1466551190,5.00293662
1466551195,5.0
1466551242,5.0
1466551267,5.01857174
1466551268,5.15625
1466551272,5.0009626366
1466551283,5.0
1466551324,5.0156327
1466551352,5.00635942
1466551356,5.000861
1466551372,5.0
1466551378,5.00252
1466551382,5.00084
1466551399,5.01121618
1466551405,5.0
1466551411,5.000441
1466551451,5.02307177
1466551469,5.00168
1466551487,5.00503144
1466551512,5.00636748
1466551523,5.094
1466551529,5.00292472
1466551535,5.0
1466551571,5.008480462319459072
1466551595,5.008421374675570897
1466551612,5.0
1466551632,5.007025277480708282
1466551636,5.0
1466551644,5.0
1466551649,5.001736082016230312
1466551660,5.009612576986628
1466551664,5.0
1466551673,5.007975726926875
1466551679,5.00129047904468
1466551686,5.15625
1466551699,5.006949748810828
1466551710,5.001281
1466551713,5.0
1466551755,5.011247242958988
1466551766,5.15625
1466551772,5.0
1466551783,5.004536
1466551822,5.0
1466551826,5.01002912
1466551842,5.00594
1466551850,5.00084
1466551873,5.018153888
1466551880,5.0
1466551901,5.00324316
1466551903,5.00376598
1466551925,5.002331
1466551929,5.04964408
1466551938,5.002751
1466551942,5.00042
1466551953,5.00279741
1466551972,5.0
1466551973,5.002768
1466551977,5.0
1466551989,5.00513248
1466551994,5.0
1466552012,5.094
1466552030,5.15625
1466552034,5.002557925999958
1466552063,5.006234438011427204
1466552065,5.15625
1466552068,5.0
1466552083,5.003905348351127661
1466552097,5.00405801042386958
1466552136,5.0
1466552165,5.019655832048670002
1466552168,5.0
1466552202,5.006006184742542
1466552245,5.0
1466552257,5.008699981513130178
1466552259,5.0971990561656
1466552292,5.013082732688557268
1466552330,5.0
1466552334,5.037467204755710658
1466552337,5.000456746319183
1466552354,5.0
1466552355,5.004417545414975
1466552361,5.001327191139848
1466552368,5.007239616270072356
1466552382,5.0
1466552415,5.009299349690651633
1466552431,5.0
1466552432,5.000847035634704
1466552447,5.00084
1466552460,5.00177324
1466552505,5.011652
1466552525,5.00634436
1466552537,5.00042
1466552546,5.00798
1466552563,5.004307961
1466552571,5.0
1466552587,5.004131
1466552599,5.0
1466552615,5.00769014
1466552619,5.094
1466552625,5.0
1466552639,5.165004156083594493
1466552641,5.000457980743178
1466552676,5.018253378978999508
1466552678,5.004028842208189372
1466552689,5.010492186558390247
1466552700,5.0
1466552701,5.000431556666912
1466552703,5.00194570981764205
1466552712,5.00187723682587292
1466552714,5.0
1466552732,5.01134104981764205
1466552742,5.00458724981764205
1466552745,5.00063
1466552789,5.0122769
1466552796,5.000441
1466552798,5.094
1466552804,5.00167172
1466552823,5.158054529999874
1466552826,5.000458750514558
1466552844,5.002323153087429
1466552868,5.1010212339273
1466552888,5.0
1466552895,5.005952006856278
1466552921,5.0
1466552936,5.00445776028252532
1466552943,5.0
1466552971,5.024878362544338216
1466552980,5.00517573476897612
1466552988,5.006497107551152289
1466552990,5.0
1466552992,5.0
1466552993,5.0
1466552997,5.004754440901370852
1466553007,5.000874574793057
1466553009,5.0
1466553014,5.008841174279820042
1466553029,5.0
1466553038,5.007438337970913107
1466553044,5.0
1466553046,5.00042
1466553049,5.00294
1466553083,5.00591896
1466553104,5.162044219182628152
1466553132,5.04761169
1466553137,5.0
1466553141,5.0
1466553145,5.0
1466553153,5.01204672
1466553218,5.00611402
1466553237,5.00084
1466553241,5.0
1466553245,5.0
1466553271,5.008505
1466553283,5.0
1466553285,5.0061033
1466553289,5.00475014
1466553316,5.00651
1466553366,5.17220576
1466553370,5.00084
1466553397,5.01190716
1466553405,5.0
1466553422,5.0044374
1466553438,5.0056732
1466553440,5.0
1466553457,5.0
1466553505,5.009048027323741772
1466553512,5.15667
1466553523,5.00162232
1466553537,5.0022898
1466553547,5.00395916
1466553554,5.0
1466553561,5.002164848
1466553572,5.000381822
1466553576,5.0
1466553581,5.00084
1466553587,5.0
1466553603,5.001281
1466553626,5.00614886
1466553638,5.0
1466553658,5.0
1466553661,5.0
1466553682,5.178185064
1466553705,5.16287612
1466553707,5.0
1466553741,5.0021
1466553742,5.0
1466553785,5.0
1466553812,5.01249768
1466553825,5.0
1466553844,5.00643004003
1466553919,5.0
1466553922,5.02680576
1466553929,5.15625
1466553949,5.0
1466553960,5.0
1466553967,5.0137612465
1466553969,5.00044846
1466553970,5.00042
1466554007,5.00768015
1466554027,5.01659
1466554042,5.0
1466554063,5.0
1466554076,5.01668902
1466554083,5.0
1466554086,5.00042
1466554096,5.0016218
1466554100,5.0
1466554106,5.01037556
1466554122,5.0
1466554129,5.00263556
1466554144,5.0
1466554184,5.00837208
1466554188,5.0
1466554212,5.0
1466554215,5.00473288
1466554219,5.0
1466554230,5.0021
1466554240,5.004359306
1466554255,5.15961
1466554270,5.00399
1466554286,5.00273
1466554301,5.0
1466554305,5.005116
1466554318,5.0045376
1466554338,5.00924
1466554350,5.00084
1466554352,5.0
1466554356,5.0
1466554370,5.003171
1466554376,5.00044888
1466554430,5.0
1466554472,5.026356844
1466554513,5.00673108003
1466554540,5.008353338
1466554544,5.00376598
1466554546,5.00138154
1466554568,5.01890661
1466554573,5.00042
1466554577,5.0
1466554585,5.0
1466554596,5.0048316
1466554629,5.0
1466554636,5.18312980876
1466554654,5.004746
1466554674,5.04404286
1466554679,5.00126
1466554694,5.01265938
1466554697,5.0
1466554705,5.0
1466554717,5.00400593
1466554726,5.0
1466554727,5.0
1466554741,5.002121
1466554755,5.00462308
1466554759,5.00147577938
1466554773,5.0
1466554783,5.0
1466554784,5.0118927
1466554794,5.01092
1466554796,5.00126
1466554804,5.00042
1466554815,5.00447556
1466554824,5.0
1466554844,5.1601708
1466554858,5.00259216
1466554872,5.0
1466554911,5.02927346
1466554935,5.0081766
1466554939,5.0
1466554942,5.00042
1466554954,5.00323428
1466554968,5.00809998
1466554974,5.00462
1466554978,5.15750428
1466554986,5.00256496
1466555004,5.00957794
1466555036,5.02118658
1466555040,5.094
1466555042,5.00084
1466555055,5.010849211999832
1466555078,5.09131979216701796
1466555103,5.15625
1466555121,5.251761663779972879
1466555146,5.251359603300492925
1466555180,5.0
1466555191,5.15625
1466555201,5.097014671045850424
1466555219,5.0
1466555248,5.251848207569227563
1466555264,5.0
1466555285,5.101760091917338655
1466555291,5.092798156507134
1466555295,5.072773589892848384
1466555328,5.0
1466555346,5.036790608880342357
1466555353,5.000488863240593
1466555367,5.0
1466555395,5.010272286358258384
1466555401,5.000978108781537264
1466555412,5.003836194513934473
1466555419,5.181853276095092214
1466555437,5.0
1466555470,5.046130996259605013
1466555491,5.01525571483165632
1466555502,5.001711694494174736
1466555503,5.158131381120858648
1466555512,5.001304780354472
1466555515,5.0
1466555544,5.00585041029902
1466555546,5.000432684282975
1466555552,5.0
1466555561,5.0052871933195108
1466555576,5.034143080054288512
1466555578,5.023388539958208512
1466555614,5.005001895446
1466555621,5.01139006
1466555631,5.023388539958208512
1466555666,5.00556784
1466555705,5.0
1466555710,5.034011742756018
1466555730,5.004893
1466555788,5.0
1466555791,5.062766466731172152
1466555797,5.024651739958208512
1466555805,5.00147
1466555819,5.15625
1466555836,5.01031184
1466555856,5.00874014
1466555869,5.0
1466555895,5.00871048
1466555898,5.023808539958208512
1466555914,5.004447554
1466555923,5.008482134
1466555924,5.00105
1466555950,5.00315
1466555977,5.00252
1466555989,5.00294558
1466556000,5.0
1466556005,5.00282248
1466556008,5.179638539958208512
1466556027,5.0
1466556039,5.0084952
1466556046,5.025364099958208512
1466556069,5.01090768
1466556071,5.023388539958208512
1466556078,5.028558679958208512
1466556098,5.03102084
1466556102,5.017400315
1466556109,5.00811014
1466556139,5.0
1466556140,5.0
1466556159,5.036686633312552
1466556175,5.027168539958208512
1466556187,5.0
1466556190,5.00672
1466556205,5.0
1466556217,5.0063
1466556226,5.00200402
1466556236,5.0411335
1466556266,5.0
1466556289,5.01107268
1466556322,5.0
1466556329,5.0
1466556344,5.02656184
1466556350,5.170131
1466556370,5.01476878
1466556377,5.04362286
1466556379,5.0
1466556389,5.01234512
1466556423,5.011925408986
1466556424,5.00504
1466556460,5.0
1466556486,5.02893990794
1466556524,5.0
1466556552,5.15625
1466556554,5.0
1466556559,5.029373082934273788
1466556562,5.00504
1466556566,5.04332376
1466556572,5.04547398
1466556577,5.0
1466556609,5.0
1466556611,5.03543114
1466556645,5.01273386118
1466556674,5.0
1466556714,5.02001116
1466556721,5.00269788
1466556727,5.04337166
1466556734,5.00042
1466556750,5.00105
1466556759,5.0
1466556766,5.0
1466556785,5.0
1466556788,5.00735
1466556808,5.1731272
1466556830,5.00775962
1466556832,5.04236286
1466556864,5.00690632
1466556877,5.000861
1466556886,5.000861
1466556888,5.04503768
1466556917,5.0
1466556925,5.15625
1466556937,5.012054
1466556957,5.01372894
1466556965,5.0
1466556969,5.0
1466556983,5.0
1466556991,5.01048698
1466557000,5.0055389
1466557005,5.0
1466557012,5.0061257
1466557017,5.04194286
1466557023,5.0
1466557026,5.0
1466557028,5.02281902
1466557038,5.0489618
1466557055,5.0047888
1466557066,5.0021
1466557077,5.049440511276414704
1466557098,5.0
1466557104,5.010250049661807425
1466557106,5.04194286
1466557114,5.008357972546899152
1466557118,5.04236286
1466557120,5.04194286
1466557126,5.04278286
1466557133,5.04278286
1466557137,5.04194286
1466557161,5.00386984
1466557181,5.01043119082
1466557186,5.04236286
1466557191,5.000878
1466557204,5.002562
1466557211,5.00294736
1466557240,5.0167234
1466557267,5.00567022
1466557276,5.0
1466557289,5.0
1466557313,5.0240234
1466557322,5.0
1466557329,5.005534334
1466557330,5.000861
1466557355,5.0
1466557432,5.03351011
1466557435,5.15709
1466557441,5.0
1466557466,5.0
1466557476,5.03436316
1466557485,5.06097222
1466557488,5.15781418
1466557508,5.00422548
1466557562,5.026340520000042
1466557566,5.0
1466557577,5.0
1466557621,5.01630176
1466557628,5.0
1466557636,5.01672656
1466557646,5.0
1466557655,5.003608
1466557661,5.00147
1466557662,5.04236286
1466557669,5.15793
1466557673,5.04278286
1466557679,5.0089409
1466557683,5.00368556
1466557711,5.01441784
1466557734,5.00927626
1466557739,5.00302556
1466557748,5.00442803359742144
1466557753,5.04236286
1466557791,5.0
1466557794,5.003843
1466557819,5.012002227282831392
1466557856,5.0
1466557860,5.0
1466557869,5.03484921259797911
1466557903,5.02351453803841894
1466557923,5.021940662
1466557952,5.012693823600617862
1466558020,5.044454744886497046
1466558027,5.04236286
1466558036,5.0
1466558045,5.009062962198501622
1466558049,5.0
1466558052,5.00526398
1466558054,5.00042
1466558066,5.002121
1466558074,5.05280696
1466558112,5.0
1466558116,5.023495533883597476
1466558133,5.01183398
1466558136,5.00196436
1466558171,5.02908836
1466558190,5.0
1466558236,5.05650964
1466558248,5.0
1466558252,5.0
1466558257,5.0
1466558263,5.16943068
1466558265,5.04236286
1466558283,5.00541418
1466558290,5.00857166
1466558303,5.04698286
1466558349,5.18170086
1466558354,5.04236286
1466558371,5.0
1466558374,5.01523556
1466558394,5.0
1466558398,5.03317098
1466558400,5.04236286
1466558444,5.0
1466558455,5.05281962
1466558459,5.0
1466558472,5.009767707995630813
1466558512,5.0
1466558518,5.03335126
1466558528,5.0489618
1466558541,5.001447640158732736
1466558554,5.01784272
1466558586,5.01877598
1466558608,5.0
1466558610,5.0258421
1466558650,5.0343402
1466558656,5.15625
1466558679,5.00626214
1466558697,5.067289661815281326
1466558716,5.0559051
1466558723,5.00189
1466558762,5.0
1466558778,5.0199687
1466558783,5.003381
1466558787,5.04194286
1466558810,5.02708452
1466558823,5.15886194
1466558830,5.01239214547869
1466558857,5.0256706
1466558860,5.04236286
1466558864,5.0
1466558888,5.01327922
1466558896,5.00298498
1466558905,5.000882
1466558911,5.0021
1466558948,5.03774275794
1466558952,5.05344088
1466558986,5.02442052
1466559001,5.00378
1466559012,5.063176121815827797
1466559017,5.0009609
1466559020,5.00067641
1466559044,5.02269974
1466559047,5.000441
1466559058,5.001281
1466559070,5.0
1466559083,5.00729472
1466559118,5.0
1466559127,5.0
1466559149,5.0253505
1466559166,5.0026888
1466559168,5.04194286
1466559176,5.00042
1466559177,5.04194286
1466559184,5.0
1466559191,5.04362286
1466559197,5.0
1466559206,5.00357
1466559215,5.00298216
1466559216,5.19861286
1466559219,5.0
1466559233,5.00462
1466559238,5.001508
1466559253,5.00796412
1466559257,5.0
1466559261,5.011361
1466559266,5.00147
1466559287,5.01427616
1466559309,5.01785038
1466559340,5.02357936
1466559345,5.15625
1466559352,5.0
1466559389,5.0282733
1466559398,5.00523316794
1466559400,5.0
1466559407,5.00189
1466559426,5.00655786
1466559495,5.04906239
1466559502,5.0033918
1466559505,5.04194286
1466559534,5.15625
1466559538,5.00239874
1466559546,5.00685014
1466559574,5.0180399165
1466559626,5.00904032
1466559630,5.0
1466559656,5.01679142
1466559670,5.0
1466559680,5.01565264
1466559696,5.0
1466559700,5.00361641
1466559706,5.04281132
1466559714,5.01052698
1466559725,5.022351465
1466559732,5.0
1466559733,5.011183581
1466559735,5.04236286
1466559736,5.0
1466559759,5.00806104
1466559762,5.19892208
1466559773,5.0
1466559775,5.007987059
1466559820,5.03687905011114
1466559828,5.04194286
1466559840,5.043636626562705
1466559846,5.046693
1466559862,5.05355092
1466559880,5.094
1466559882,5.01682142
1466559886,5.0
1466559917,5.019439459093864313
1466559921,5.00557002481932293
1466559925,5.169633599399623131
1466559965,5.0
1466559982,5.18676143490736902
1466559988,5.000432876176229
1466560005,5.0
1466560014,5.006950743656125085
1466560064,5.009772312723204152
1466560127,5.016630760410604
1466560132,5.094
1466560135,5.094
1466560174,5.017156698639834572
1466560175,5.094
1466560203,5.017997062619838753
1466560215,5.01283840695424171
1466560228,5.016240433603280511
1466560263,5.005470011197124914
1466560267,5.25025
1466560283,5.177719832219505633
1466560296,5.15997150426408
1466560301,5.004992417698995836
1466560322,5.004643133845102025
1466560334,5.000441
1466560337,5.000453344432184
1466560344,5.094
1466560397,5.012167758347479956
1466560399,5.094
1466560413,5.012347638140814284
1466560418,5.094
1466560422,5.0
1466560431,5.0
1466560444,5.0
1466560467,5.071000158887323574
1466560501,5.00744693836806245
1466560507,5.0
1466560509,5.003084478544501238
1466560539,5.011054133729798931
1466560546,5.0017821214435968
1466560548,5.00044055009975612
1466560550,5.0
